user_id,age,gender,married,has_children,age_group,generation,traveller_type,home_country,home_city,home_airport,sign_up_date,total_sessions,avg_page_clicks,total_page_clicks,avg_session_duration_mins,last_session_date,months_active,total_bookings,booking_conversion_rate,days_since_last_session,churn_status,churn_risk_score,unique_trips,cancelled_trips,flights_booked,hotels_booked,avg_seats,avg_trip_duration_days,avg_base_fare_per_seat,avg_checked_bags,avg_rooms_booked,avg_nights_booked,avg_hotel_spend,trip_frequency_per_month,flight_discount_conversion_rate,hotel_discount_conversion_rate,total_flight_spend,total_hotel_spend,total_discount_received,avg_flight_dollars_saved,avg_hotel_dollars_saved,avg_combined_dollars_saved,final_segment,total_spend,priority_score,assigned_perk
608629,35.0,F,False,False,26–35,Millennial,Solo Traveller,usa,new york,LGA,2023-02-20,8,22.75,182,2.8270833333333334,2023-06-28 21:43:00,4.0,5,0.625,30.0,Low,0.1,5,0,5,5,1.0,4.25,287.868,0.4,1.0,3.4,528.2,1.25,1.0,1.0,1439.34,2641.0,0.6,92.0745,8.35,100.4245,Bargain Hunter,4080.34,408.03,Early Access to Exclusive Deals
587810,52.0,F,False,True,46–60,Gen X,Family,usa,lincoln,LNK,2023-02-11,8,21.75,174,2.683333333333333,2023-06-18 04:08:00,4.0,3,0.375,40.0,Low,0.1,3,0,3,2,1.3333333333333333,4.0,269.28833333333336,0.6666666666666666,1.0,4.5,1237.5,0.75,1.0,,1096.41,2475.0,0.15,86.5635,,86.5635,Solo Parent Traveller,3571.41,357.14,10% off Next Hotel Booking
565826,24.0,F,False,True,18–25,Gen Z,Family,usa,providence,PVD,2023-02-01,8,10.5,84,1.2958333333333334,2023-06-24 01:48:00,4.0,1,0.125,34.0,Low,0.1,1,0,0,1,,,,,2.0,11.0,2112.0,0.25,0.0,,,2112.0,0.05,,,0.0,Solo Parent Traveller,2112.0,211.2,10% off Next Hotel Booking
558437,43.0,F,True,True,36–45,Gen X,Family,usa,louisville,LOU,2023-01-28,10,9.4,94,1.1633333333333333,2023-05-07 16:39:00,3.0,1,0.1,82.0,Medium,0.5,1,0,1,1,1.0,6.0,159.41,0.0,1.0,5.0,1030.0,0.3333333333333333,0.0,0.5,159.41,1030.0,0.5,,10.3,10.3,Family Traveller,1189.41,594.71,Free night with Flight Booking
542383,42.0,M,False,False,36–45,Millennial,Solo Traveller,usa,dallas,DAL,2023-01-20,8,15.25,122,1.9041666666666668,2023-06-20 17:10:00,5.0,3,0.375,38.0,Low,0.1,3,0,3,3,1.0,3.3333333333333335,344.5566666666667,0.6666666666666666,1.0,2.3333333333333335,311.6666666666667,0.6,0.0,,1033.67,935.0,0.25,,,0.0,Independent Explorer,1968.67,196.87,Late Hotel Check Out
513387,48.0,F,True,True,46–60,Gen X,Family,usa,chicago,ORD,2023-01-06,8,13.625,109,1.6833333333333333,2023-05-25 16:54:00,4.0,5,0.625,64.0,Medium,0.5,5,0,4,5,1.25,4.0,171.5175,0.25,1.8,3.2,1327.4,1.25,0.0,,742.54,6637.0,0.25,,,0.0,Family Traveller,7379.54,3689.77,Free night with Flight Booking
518866,54.0,F,True,False,46–60,Gen X,Couple,usa,los angeles,LAX,2023-01-09,8,14.5,116,1.8104166666666666,2023-03-14 12:00:00,2.0,3,0.375,136.0,High,1.0,3,0,3,3,1.0,3.3333333333333335,624.96,0.0,1.0,3.3333333333333335,385.3333333333333,1.5,0.0,,1874.88,1156.0,0.2,,,0.0,Couple Explorer,3030.88,3030.88,Free Room Upgrade on Long Stay
514071,38.0,F,False,False,36–45,Millennial,Solo Traveller,usa,new york,LGA,2023-01-06,8,16.0,128,1.975,2023-03-26 19:04:00,2.0,3,0.375,124.0,High,1.0,3,0,3,3,1.0,2.5,407.11,0.6666666666666666,1.0,1.6666666666666667,467.3333333333333,1.5,0.5,,1221.33,1402.0,0.1,38.1465,,38.1465,Business Solo,2623.33,2623.33,Upgrade to Business Class on next flight
600926,47.0,M,True,True,46–60,Gen X,Family,usa,kansas city,MCI,2023-02-17,8,22.875,183,2.8125,2023-05-20 23:15:00,3.0,2,0.25,69.0,Medium,0.5,2,0,2,2,1.0,3.0,239.985,0.0,1.0,3.0,514.5,0.6666666666666666,0.0,1.0,479.97,1029.0,0.4999999999999999,,8.6,8.6,Family Traveller,1508.97,754.49,Free night with Flight Booking
567558,35.0,F,False,True,26–35,Millennial,Family,usa,honolulu,HNL,2023-02-02,8,14.625,117,1.8229166666666667,2023-07-01 15:48:00,4.0,2,0.25,27.0,Low,0.1,2,0,1,2,1.0,,786.74,0.0,1.0,4.0,483.0,0.5,,1.0,786.74,966.0,0.05,,6.15,6.15,Solo Parent Traveller,1752.74,175.27,10% off Next Hotel Booking
757930,45.0,F,False,False,36–45,Gen X,Solo Traveller,usa,las vegas,LAS,2023-04-17,8,22.875,183,2.841666666666667,2023-07-08 20:56:00,2.0,4,0.5,20.0,Low,0.1,4,0,3,3,1.0,3.6666666666666665,314.55,0.3333333333333333,1.0,4.666666666666667,853.3333333333334,2.0,1.0,,943.65,2560.0,0.25,141.275,,141.275,Bargain Hunter,3503.65,350.37,Early Access to Exclusive Deals
204997,37.0,F,True,False,36–45,Millennial,Couple,usa,kansas city,MCI,2022-06-06,8,54.875,439,23.319632504166666,2023-07-10 17:00:00,1.0,5,0.625,18.0,Low,0.1,4,2,3,2,1.3333333333333333,6.6,544.41,0.3333333333333333,1.5,4.0,426.5,4.0,1.0,0.75,971.73,853.0,0.45,120.815,8.3,129.115,Couple Explorer,1824.73,182.47,Free Room Upgrade on Long Stay
446933,46.0,M,False,False,46–60,Gen X,Solo Traveller,canada,toronto,YTZ,2022-12-03,8,20.5,164,2.5416666666666665,2023-06-22 21:12:00,6.0,4,0.5,36.0,Low,0.1,4,0,4,4,1.25,2.5,271.00625,0.5,1.25,1.75,188.0,0.6666666666666666,0.3333333333333333,,1259.52,752.0,0.8,245.7385,,245.7385,Independent Explorer,2011.52,201.15,Late Hotel Check Out
510215,28.0,F,True,False,26–35,Millennial,Couple,usa,mobile,MOB,2023-01-04,9,21.11111111111111,190,2.6148148148148147,2023-07-14 22:31:00,6.0,3,0.3333333333333333,14.0,Low,0.1,3,0,1,3,1.0,10.0,256.62,1.0,1.0,9.0,739.0,0.5,0.0,1.0,256.62,2217.0,0.25,,10.8,10.8,Couple Explorer,2473.62,247.36,Free Room Upgrade on Long Stay
429375,33.0,F,False,False,26–35,Millennial,Solo Traveller,usa,new york,LGA,2022-11-23,8,33.5,268,13.684676970833333,2023-04-10 15:26:36,4.0,4,0.5,109.0,High,1.0,3,1,3,2,1.0,7.25,662.7075,0.6666666666666666,1.0,1.5,376.5,0.75,1.0,1.0,1514.03,753.0,0.0,,,0.0,Luxury Solo Traveller,2267.03,2267.03,Lounge Access on Next Trip
512922,33.0,F,False,True,26–35,Millennial,Family,usa,tucson,TUS,2023-01-06,8,18.125,145,2.2604166666666665,2023-05-24 20:05:00,4.0,2,0.25,65.0,Medium,0.5,2,0,2,1,1.0,1.5,339.64,1.0,1.0,1.0,195.0,0.5,0.0,1.0,679.28,195.0,0.85,,58.5,58.5,Solo Parent Traveller,874.28,437.14,10% off Next Hotel Booking
541326,44.0,F,True,False,36–45,Gen X,Couple,canada,london,YXU,2023-01-20,9,13.0,117,1.598148148148148,2023-07-19 18:51:00,5.0,2,0.2222222222222222,9.0,Low,0.1,2,0,2,1,1.0,6.5,303.01,0.0,1.0,8.0,472.0,0.4,0.3333333333333333,,606.02,472.0,0.45,51.216,,51.216,Couple Explorer,1078.02,107.8,Free Room Upgrade on Long Stay
555521,48.0,F,True,False,46–60,Gen X,Couple,usa,tulsa,TUL,2023-01-27,9,12.666666666666666,114,1.548148148148148,2023-06-27 01:40:00,5.0,2,0.2222222222222222,31.0,Low,0.1,2,0,2,2,1.0,13.5,397.845,0.5,1.0,13.5,4116.5,0.4,1.0,,795.69,8233.0,0.25,113.8925,,113.8925,Couple Explorer,9028.69,902.87,Free Room Upgrade on Long Stay
535007,42.0,F,False,False,36–45,Millennial,Solo Traveller,canada,toronto,YZD,2023-01-16,8,39.125,313,5.958333333333333,2023-06-17 21:43:00,5.0,7,0.875,41.0,Low,0.1,6,1,6,6,1.1666666666666667,4.714285714285714,319.22714285714284,0.16666666666666666,1.1666666666666667,3.8333333333333335,1213.8333333333333,1.2,1.0,1.0,2234.59,7283.0,0.2,,66.55,66.55,Bargain Hunter,9517.59,951.76,Early Access to Exclusive Deals
583499,48.0,F,False,False,46–60,Gen X,Solo Traveller,canada,ottawa,YOW,2023-02-09,8,16.875,135,2.0708333333333333,2023-05-19 09:31:00,3.0,3,0.375,70.0,Medium,0.5,3,0,3,3,2.0,3.6666666666666665,405.895,1.6666666666666667,2.0,3.6666666666666665,603.0,1.0,1.0,0.6666666666666666,2091.9,1809.0,0.3,24.023,12.2,36.223,Bargain Hunter,3900.9,1950.45,Early Access to Exclusive Deals
577145,42.0,F,False,False,36–45,Millennial,Solo Traveller,usa,wichita,IAB,2023-02-06,9,28.555555555555557,257,3.522222222222222,2023-07-19 16:51:00,5.0,6,0.6666666666666666,9.0,Low,0.1,6,0,4,5,1.75,3.75,242.92583333333334,1.5,1.8,4.6,854.4,1.2,1.0,,1543.11,4272.0,0.1,15.521,,15.521,Bargain Hunter,5815.11,581.51,Early Access to Exclusive Deals
549292,45.0,F,False,True,36–45,Gen X,Family,canada,edmonton,YED,2023-01-24,8,17.75,142,2.1958333333333333,2023-07-15 14:00:00,5.0,3,0.375,13.0,Low,0.1,3,0,3,3,1.3333333333333333,3.0,424.425,0.6666666666666666,1.3333333333333333,2.6666666666666665,1450.6666666666667,0.6,0.0,0.0,1671.18,4352.0,0.7,,,0.0,Solo Parent Traveller,6023.18,602.32,10% off Next Hotel Booking
152583,37.0,F,False,False,36–45,Millennial,Solo Traveller,usa,colorado springs,COS,2022-04-17,8,18.625,149,2.316666666666667,2023-06-05 21:34:00,1.0,1,0.125,53.0,Low,0.1,1,0,1,1,1.0,5.0,367.83,2.0,1.0,3.0,639.0,1.0,0.0,0.0,367.83,639.0,0.3,,,0.0,Independent Explorer,1006.83,100.68,Late Hotel Check Out
536488,16.0,F,False,False,Under 18,Gen Z,Solo Traveller,usa,new york,JFK,2023-01-17,8,9.0,72,1.1229166666666666,2023-07-20 20:49:00,6.0,0,0.0,8.0,Low,0.1,0,0,0,0,,,,,,,,0.0,0.0,,,,0.1,,,0.0,Unconverted User,0.0,0.0,15 % off Next Booking
536532,47.0,F,True,True,46–60,Gen X,Family,usa,kansas city,MCI,2023-01-17,8,11.875,95,1.49375,2023-07-02 15:51:00,5.0,3,0.375,26.0,Low,0.1,3,0,2,3,1.0,4.5,341.87,1.0,1.0,6.666666666666667,713.3333333333334,0.6,,,683.74,2140.0,0.0,,,0.0,Family Traveller,2823.74,282.37,Free night with Flight Booking
530385,43.0,F,True,False,36–45,Gen X,Couple,canada,quebec,YQB,2023-01-14,8,18.0,144,2.23125,2023-07-14 16:26:00,6.0,3,0.375,14.0,Low,0.1,3,0,3,3,1.0,3.0,361.54,0.3333333333333333,1.0,2.6666666666666665,338.0,0.5,0.5,0.0,1084.62,1014.0,0.5,30.925,,30.925,Couple Explorer,2098.62,209.86,Free Room Upgrade on Long Stay
487101,39.0,F,True,False,36–45,Millennial,Couple,canada,ottawa,YOW,2022-12-23,8,18.25,146,2.285416666666667,2023-07-15 18:38:00,6.0,4,0.5,13.0,Low,0.1,4,0,4,4,1.25,2.75,456.64125,0.5,1.25,2.25,402.5,0.6666666666666666,0.0,1.0,1916.05,1610.0,0.2,,9.9,9.9,Couple City Breaker,3526.05,352.61,Free Hotel Breakfast
493476,41.0,F,False,True,36–45,Millennial,Family,usa,detroit,YIP,2022-12-27,8,11.0,88,1.3791666666666667,2023-05-18 20:03:00,4.0,1,0.125,71.0,Medium,0.5,1,0,1,1,1.0,3.0,157.03,0.0,1.0,2.0,618.0,0.25,0.25,0.0,157.03,618.0,0.65,31.406,,31.406,Solo Parent Traveller,775.03,387.52,10% off Next Hotel Booking
509413,47.0,F,False,False,46–60,Gen X,Solo Traveller,usa,boston,BOS,2023-01-04,8,10.25,82,1.2708333333333333,2023-07-01 10:24:00,5.0,2,0.25,27.0,Low,0.1,2,0,2,1,1.5,2.0,332.895,0.5,1.0,2.0,940.0,0.4,1.0,,1193.19,940.0,0.05,6.9195,,6.9195,Bargain Hunter,2133.19,213.32,Early Access to Exclusive Deals
542027,37.0,F,False,True,36–45,Millennial,Family,usa,lubbock,LBB,2023-01-20,8,11.5,92,1.425,2023-06-30 20:35:00,5.0,4,0.5,28.0,Low,0.1,4,0,3,4,1.0,3.0,225.38,0.3333333333333333,1.25,3.5,738.5,0.8,1.0,0.3333333333333333,676.14,2954.0,0.6999999999999998,27.774,26.0,53.774,Solo Parent Traveller,3630.14,363.01,10% off Next Hotel Booking
538216,63.0,F,False,False,60+,Baby Boomer,Solo Traveller,canada,calgary,YYC,2023-01-18,8,18.125,145,2.26875,2023-05-27 18:33:00,4.0,3,0.375,62.0,Medium,0.5,3,0,3,3,1.3333333333333333,2.6666666666666665,431.49,0.6666666666666666,1.3333333333333333,2.3333333333333335,407.6666666666667,0.75,1.0,,1809.48,1223.0,0.25,113.58,,113.58,Bargain Hunter,3032.48,1516.24,Early Access to Exclusive Deals
551990,17.0,F,False,False,Under 18,Gen Z,Solo Traveller,usa,washington,IAD,2023-01-25,9,14.11111111111111,127,1.7555555555555555,2023-07-06 15:26:00,5.0,3,0.3333333333333333,22.0,Low,0.1,3,0,2,3,1.5,2.0,450.9275,0.0,1.3333333333333333,7.0,1306.3333333333333,0.6,0.0,,1255.53,3919.0,0.1,,,0.0,Independent Explorer,5174.53,517.45,Late Hotel Check Out
528688,33.0,F,False,False,26–35,Millennial,Solo Traveller,usa,new york,LGA,2023-01-13,8,17.125,137,2.1354166666666665,2023-06-01 17:40:00,4.0,1,0.125,57.0,Low,0.1,1,0,0,1,,,,,1.0,10.0,2960.0,0.25,,0.0,,2960.0,0.15,,,0.0,Luxury Solo Traveller,2960.0,296.0,Lounge Access on Next Trip
593536,45.0,F,True,True,36–45,Gen X,Family,usa,houston,EFD,2023-02-14,8,15.375,123,1.8854166666666667,2023-07-04 19:55:00,4.0,5,0.625,24.0,Low,0.1,5,0,4,4,1.0,4.75,339.6125,0.75,1.0,4.5,878.75,1.25,,,1358.45,3515.0,0.0,,,0.0,Family Traveller,4873.45,487.35,Free night with Flight Booking
512801,52.0,F,False,False,46–60,Gen X,Solo Traveller,usa,los angeles,LAX,2023-01-06,8,20.75,166,2.564583333333333,2023-07-19 16:33:00,6.0,7,0.875,9.0,Low,0.1,7,0,7,6,1.0,3.4285714285714284,536.6357142857142,0.42857142857142855,1.0,3.3333333333333335,334.5,1.1666666666666667,,,3756.45,2007.0,0.0,,,0.0,Independent Explorer,5763.45,576.35,Late Hotel Check Out
527945,29.0,F,False,True,26–35,Millennial,Family,usa,sacramento,MCC,2023-01-13,8,9.0,72,1.1020833333333333,2023-04-19 12:42:00,3.0,0,0.0,100.0,High,1.0,0,0,0,0,,,,,,,,0.0,,,,,0.0,,,0.0,Unconverted User,0.0,0.0,15 % off Next Booking
380757,45.0,F,False,True,36–45,Gen X,Family,usa,los angeles,LAX,2022-10-26,8,15.25,122,1.9020833333333333,2023-07-05 19:14:00,8.0,3,0.375,23.0,Low,0.1,3,0,3,3,1.0,7.5,165.20666666666668,0.3333333333333333,1.0,5.0,525.3333333333334,0.375,0.0,0.5,495.62,1576.0,0.15,,12.65,12.65,Solo Parent Traveller,2071.62,207.16,10% off Next Hotel Booking
632988,47.0,F,True,True,46–60,Gen X,Family,usa,phoenix,PHX,2023-03-03,8,15.75,126,1.9479166666666667,2023-07-16 19:26:00,4.0,3,0.375,12.0,Low,0.1,3,0,3,3,1.0,6.0,234.98333333333332,0.3333333333333333,1.0,4.666666666666667,778.0,0.75,0.0,1.0,704.95,2334.0,0.35,,33.0,33.0,Family Traveller,3038.95,303.9,Free night with Flight Booking
570692,34.0,F,False,False,26–35,Millennial,Solo Traveller,usa,washington,IAD,2023-02-03,8,9.75,78,1.2125,2023-07-08 12:08:00,5.0,2,0.25,20.0,Low,0.1,2,0,2,2,1.0,3.0,345.855,0.0,1.0,3.5,265.5,0.4,,,691.71,531.0,0.0,,,0.0,Independent Explorer,1222.71,122.27,Late Hotel Check Out
450615,43.0,F,False,False,36–45,Gen X,Solo Traveller,usa,kansas city,MCI,2022-12-05,8,17.375,139,2.1645833333333333,2023-07-13 18:27:00,7.0,4,0.5,15.0,Low,0.1,4,0,4,3,1.25,4.75,230.93625,0.75,1.0,5.666666666666667,227.33333333333334,0.5714285714285714,0.5,,1225.0,682.0,0.15,18.945,,18.945,Independent Explorer,1907.0,190.7,Late Hotel Check Out
512831,43.0,F,False,False,36–45,Gen X,Solo Traveller,usa,san antonio,SKF,2023-01-06,8,14.25,114,1.7458333333333333,2023-07-10 11:21:00,6.0,4,0.5,18.0,Low,0.1,4,0,3,2,2.0,3.3333333333333335,305.31166666666667,1.0,1.0,2.5,711.0,0.6666666666666666,0.0,0.0,2280.32,1422.0,0.75,,,0.0,Independent Explorer,3702.32,370.23,Late Hotel Check Out
531739,38.0,F,False,False,36–45,Millennial,Solo Traveller,usa,tampa,TPA,2023-01-15,8,14.625,117,1.8229166666666667,2023-07-06 13:47:00,5.0,4,0.5,22.0,Low,0.1,4,0,4,4,1.25,3.25,305.71625,0.5,1.25,2.5,810.25,0.8,1.0,0.3333333333333333,1519.12,3241.0,0.55,65.1975,29.1,94.2975,Bargain Hunter,4760.12,476.01,Early Access to Exclusive Deals
524194,34.0,F,False,False,26–35,Millennial,Solo Traveller,usa,richmond,RIC,2023-01-11,8,39.5,316,16.8,2023-07-02 03:47:21,5.0,3,0.375,26.0,Low,0.1,2,1,2,2,1.5,9.0,1003.23,0.5,1.0,6.0,1140.0,0.4,0.5,1.0,3009.69,2280.0,0.1,,,0.0,Luxury Solo Traveller,5289.69,528.97,Lounge Access on Next Trip
482602,43.0,F,False,False,36–45,Gen X,Solo Traveller,usa,chicago,MDW,2022-12-21,8,24.875,199,3.08125,2023-05-23 04:06:00,5.0,4,0.5,66.0,Medium,0.5,4,0,4,2,1.75,3.5,174.33375,0.5,1.0,2.5,337.0,0.8,0.0,0.0,1225.98,674.0,0.15,,,0.0,Independent Explorer,1899.98,949.99,Late Hotel Check Out
513853,48.0,F,False,True,46–60,Gen X,Family,usa,san francisco,SFO,2023-01-06,9,20.11111111111111,181,2.509259259259259,2023-07-03 03:07:00,5.0,3,0.3333333333333333,25.0,Low,0.1,3,0,3,3,1.0,3.6666666666666665,417.0133333333333,0.0,1.0,2.6666666666666665,599.6666666666666,0.6,,0.0,1251.04,1799.0,0.25,,,0.0,Solo Parent Traveller,3050.04,305.0,10% off Next Hotel Booking
496074,28.0,F,False,False,26–35,Millennial,Solo Traveller,usa,boston,BOS,2022-12-28,8,10.25,82,1.2729166666666667,2023-06-25 21:51:00,5.0,0,0.0,33.0,Low,0.1,0,0,0,0,,,,,,,,0.0,,0.0,,,0.55,,,0.0,Unconverted User,0.0,0.0,15 % off Next Booking
513875,34.0,F,True,True,26–35,Millennial,Family,usa,orlando,MCO,2023-01-06,8,39.25,314,16.764583333333334,2023-07-09 06:17:35,6.0,5,0.625,19.0,Low,0.1,4,1,3,3,2.0,9.0,369.87875,1.0,2.0,4.333333333333333,998.6666666666666,0.6666666666666666,0.5,1.0,3211.89,2996.0,0.2,,,0.0,Family Traveller,6207.89,620.79,Free night with Flight Booking
510227,32.0,M,False,False,26–35,Millennial,Solo Traveller,usa,tulsa,TUL,2023-01-04,8,9.625,77,1.2,2023-05-18 06:53:00,4.0,2,0.25,71.0,Medium,0.5,2,0,2,2,1.0,3.5,309.26,0.5,1.0,3.0,308.0,0.5,,0.0,618.52,616.0,0.2,,,0.0,Independent Explorer,1234.52,617.26,Late Hotel Check Out
530649,49.0,F,True,False,46–60,Gen X,Couple,canada,halifax,YAW,2023-01-14,9,15.555555555555555,140,1.8888888888888888,2023-07-03 02:04:00,5.0,4,0.4444444444444444,25.0,Low,0.1,4,0,3,4,1.6666666666666667,2.0,369.14,1.0,1.75,4.25,542.0,0.8,0.0,0.6666666666666666,1867.05,2168.0,0.7,,8.0,8.0,Couple City Breaker,4035.05,403.51,Free Hotel Breakfast
577915,44.0,M,True,False,36–45,Gen X,Couple,usa,chicago,UGN,2023-02-06,8,17.625,141,2.183333333333333,2023-07-20 13:57:00,5.0,4,0.5,8.0,Low,0.1,4,0,4,4,1.0,6.0,329.5275,1.0,1.0,5.25,1379.75,0.8,0.5,0.0,1318.11,5519.0,0.4,18.2385,,18.2385,Couple Explorer,6837.11,683.71,Free Room Upgrade on Long Stay
549361,51.0,F,True,True,46–60,Gen X,Family,usa,new york,JFK,2023-01-24,8,21.0,168,2.622916666666667,2023-06-25 04:32:00,5.0,4,0.5,33.0,Low,0.1,4,0,4,4,1.25,5.25,304.9375,1.0,1.25,4.5,640.0,0.8,1.0,0.0,1280.14,2560.0,0.4,54.20025,,54.20025,Family Traveller,3840.14,384.01,Free night with Flight Booking
446473,48.0,F,True,False,46–60,Gen X,Couple,usa,san diego,NZY,2022-12-03,8,15.375,123,1.9104166666666667,2023-07-12 15:18:00,7.0,3,0.375,16.0,Low,0.1,3,0,3,2,1.0,4.333333333333333,458.63,0.6666666666666666,1.0,1.5,312.0,0.42857142857142855,0.0,0.25,1375.89,624.0,0.9,,16.9,16.9,Couple Explorer,1999.89,199.99,Free Room Upgrade on Long Stay
545272,52.0,M,True,False,46–60,Gen X,Couple,usa,phoenix,PHX,2023-01-22,8,10.875,87,1.3416666666666666,2023-07-09 14:23:00,5.0,1,0.125,19.0,Low,0.1,1,0,1,1,1.0,6.0,445.62,1.0,1.0,5.0,2840.0,0.2,0.5,1.0,445.62,2840.0,0.55,155.967,28.4,184.367,Couple Explorer,3285.62,328.56,Free Room Upgrade on Long Stay
610492,19.0,F,False,True,18–25,Gen Z,Family,canada,calgary,YYC,2023-02-21,8,34.625,277,16.20625,2023-06-12 20:54:10,3.0,3,0.375,46.0,Low,0.1,2,1,1,1,2.0,20.0,524.005,1.0,1.0,2.0,774.0,0.6666666666666666,1.0,0.6666666666666666,1048.01,774.0,0.15,,38.7,38.7,Solo Parent Traveller,1822.01,182.2,10% off Next Hotel Booking
506130,39.0,F,False,False,36–45,Millennial,Solo Traveller,usa,phoenix,PHX,2023-01-02,11,15.272727272727273,168,1.896969696969697,2023-06-24 15:15:00,5.0,4,0.36363636363636365,34.0,Low,0.1,4,0,4,4,1.0,4.25,681.965,0.5,1.0,4.0,804.25,0.8,0.5,1.0,2727.86,3217.0,0.35,34.208,47.6,81.808,Luxury Solo Traveller,5944.86,594.49,Lounge Access on Next Trip
577682,17.0,M,False,False,Under 18,Gen Z,Solo Traveller,usa,newport news,PHF,2023-02-06,8,9.875,79,1.2229166666666667,2023-06-30 17:35:00,4.0,1,0.125,28.0,Low,0.1,1,0,1,1,1.0,,394.76,1.0,1.0,1.0,62.0,0.25,,0.0,394.76,62.0,0.05,,,0.0,Independent Explorer,456.76,45.68,Late Hotel Check Out
537922,53.0,F,True,False,46–60,Gen X,Couple,canada,montreal,YUL,2023-01-18,8,12.0,96,1.4666666666666668,2023-06-25 13:30:00,5.0,3,0.375,33.0,Low,0.1,3,0,2,3,1.0,6.5,387.28,1.0,1.0,7.333333333333333,945.0,0.6,0.0,0.5,774.56,2835.0,0.35,,18.0,18.0,Couple Explorer,3609.56,360.96,Free Room Upgrade on Long Stay
532064,24.0,F,False,True,18–25,Gen Z,Family,usa,san diego,SAN,2023-01-15,8,33.5,268,16.075,2023-05-20 20:13:24,4.0,2,0.25,69.0,Medium,0.5,1,1,1,1,1.0,12.0,2609.74,0.0,1.0,11.0,935.0,0.25,0.5,1.0,2609.74,935.0,0.05,,,0.0,Solo Parent Traveller,3544.74,1772.37,10% off Next Hotel Booking
522513,40.0,F,False,False,36–45,Millennial,Solo Traveller,canada,winnipeg,YWG,2023-01-10,8,17.375,139,2.15,2023-06-28 11:38:00,5.0,4,0.5,30.0,Low,0.1,4,0,2,4,1.0,5.5,334.51,0.5,1.0,5.5,600.0,0.8,0.0,,669.02,2400.0,0.25,,,0.0,Independent Explorer,3069.02,306.9,Late Hotel Check Out
570746,41.0,F,False,False,36–45,Millennial,Solo Traveller,usa,new york,JFK,2023-02-03,8,13.5,108,1.675,2023-04-22 11:23:00,2.0,3,0.375,97.0,High,1.0,3,0,2,2,1.0,2.5,416.955,1.0,1.5,8.0,5900.0,1.5,0.25,1.0,833.91,11800.0,0.9,17.19,122.7,139.89,Business Solo,12633.91,12633.91,Upgrade to Business Class on next flight
426478,24.0,F,False,False,18–25,Gen Z,Solo Traveller,canada,hamilton,YHM,2022-11-22,8,18.5,148,7.244012691666667,2023-06-08 16:50:01,6.0,3,0.375,50.0,Low,0.1,2,1,1,1,1.0,17.0,1354.74,0.0,1.0,9.0,1071.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,1354.74,1071.0,0.4,,11.9,11.9,Luxury Solo Traveller,2425.74,242.57,Lounge Access on Next Trip
446124,44.0,F,False,False,36–45,Gen X,Solo Traveller,usa,new york,LGA,2022-12-02,8,18.0,144,2.24375,2023-06-18 21:40:00,6.0,5,0.625,40.0,Low,0.1,5,0,5,5,1.0,3.8,362.004,0.6,1.0,3.4,453.2,0.8333333333333334,,1.0,1810.02,2266.0,0.2,,15.2,15.2,Bargain Hunter,4076.02,407.6,Early Access to Exclusive Deals
561652,39.0,M,False,False,36–45,Millennial,Solo Traveller,usa,lincoln,LNK,2023-01-30,8,20.375,163,2.525,2023-05-16 17:00:00,3.0,3,0.375,73.0,Medium,0.5,3,0,3,2,1.3333333333333333,2.6666666666666665,370.56333333333333,0.3333333333333333,1.5,2.0,335.0,1.0,0.0,0.0,1451.32,670.0,0.2,,,0.0,Business Solo,2121.32,1060.66,Upgrade to Business Class on next flight
439052,51.0,F,True,False,46–60,Gen X,Couple,usa,richmond,RIC,2022-11-29,9,17.88888888888889,161,2.2074074074074073,2023-07-09 09:06:00,7.0,4,0.4444444444444444,19.0,Low,0.1,4,0,4,4,1.0,5.5,517.62,0.5,1.0,5.0,729.5,0.5714285714285714,0.3333333333333333,0.0,2070.48,2918.0,0.45,11.938,,11.938,Couple Explorer,4988.48,498.85,Free Room Upgrade on Long Stay
531006,39.0,M,False,True,36–45,Millennial,Family,usa,new york,JFK,2023-01-14,9,9.777777777777779,88,1.2148148148148148,2023-04-28 16:42:00,3.0,2,0.2222222222222222,91.0,High,1.0,2,0,2,2,1.0,7.5,434.265,0.0,1.0,6.5,857.0,0.6666666666666666,0.5,0.0,868.53,1714.0,0.65,55.786,,55.786,Solo Parent Traveller,2582.53,2582.53,10% off Next Hotel Booking
522062,50.0,F,True,False,46–60,Gen X,Couple,canada,edmonton,YEG,2023-01-10,8,17.125,137,2.1125,2023-06-17 17:56:00,5.0,4,0.5,41.0,Low,0.1,4,0,4,3,1.0,3.75,513.3425,0.5,1.0,3.6666666666666665,489.6666666666667,0.8,,0.0,2053.37,1469.0,0.15,,,0.0,Couple Explorer,3522.37,352.24,Free Room Upgrade on Long Stay
685604,55.0,F,True,False,46–60,Gen X,Couple,usa,new york,LGA,2023-03-23,8,8.25,66,1.0166666666666666,2023-06-29 16:20:00,3.0,1,0.125,29.0,Low,0.1,1,0,1,1,1.0,7.0,441.23,1.0,1.0,7.0,2730.0,0.3333333333333333,0.0,0.0,441.23,2730.0,0.35,,,0.0,Couple Explorer,3171.23,317.12,Free Room Upgrade on Long Stay
